,uname,label,catmaid_names,type,side,neurotransmitter,locality,neuropil,source,skid
887,LN_15615475,MN-R-Sens-B2-VM-10,MN-R-Sens-B2-VM-10,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615475
888,LN_15615305,MN-R-Sens-B2-VM-11,MN-R-Sens-B2-VM-11,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615305
889,LN_15618976,MN-R-Sens-B2-VM-12,MN-R-Sens-B2-VM-12,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15618976
890,LN_15620606,MN-R-Sens-B2-VM-13,MN-R-Sens-B2-VM-13,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15620606
891,LN_15762568,MN-R-Sens-B2-VM-14,MN-R-Sens-B2-VM-14,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15762568
892,LN_15629241,MN-R-Sens-B2-VM-15,MN-R-Sens-B2-VM-15,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15629241
893,LN_18679889,MN-R-Sens-B2-VM-16,MN-R-Sens-B2-VM-16,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,18679889
894,LN_15620432,MN-R-Sens-B2-VM-17,MN-R-Sens-B2-VM-17,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15620432
895,LN_15629888,MN-R-Sens-B2-VM-18,MN-R-Sens-B2-VM-18,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15629888
896,LN_15612241,MN-R-Sens-B2-VM-19,MN-R-Sens-B2-VM-19,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15612241
897,LN_15618756,MN-R-Sens-B2-VM-20,MN-R-Sens-B2-VM-20,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15618756
898,LN_3562954,MN-R-Sens-B2-VM-21,MN-R-Sens-B2-VM-21,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,3562954
899,LN_15615877,MN-R-Sens-B2-VM-22,MN-R-Sens-B2-VM-22,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15615877
900,LN_18833414,MN-R-Sens-B2-VM-23,MN-R-Sens-B2-VM-23,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,18833414
901,LN_15641926,MN-R-Sens-B3-ACp-01,MN-R-Sens-B3-ACp-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15641926
902,LN_15639171,MN-R-Sens-B3-ACp-02,MN-R-Sens-B3-ACp-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15639171
903,LN_15640893,MN-R-Sens-B3-ACp-03,MN-R-Sens-B3-ACp-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15640893
904,LN_15639020,MN-R-Sens-B3-ACp-04,MN-R-Sens-B3-ACp-04,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15639020
905,LN_3199456,MN-R-Sens-B3-ACp-05,MN-R-Sens-B3-ACp-05,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,3199456
906,LN_15645825,MN-R-Sens-B3-ACp-06,MN-R-Sens-B3-ACp-06,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15645825
907,LN_3123905,MN-R-Sens-B3-ACpl-07,MN-R-Sens-B3-ACpl-07,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,3123905
908,LN_15638968,MN-R-Sens-B3-AVp-01,MN-R-Sens-B3-AVp-01,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15638968
909,LN_15640548,MN-R-Sens-B3-AVp-02,MN-R-Sens-B3-AVp-02,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15640548
910,LN_15640425,MN-R-Sens-B3-AVp-03,MN-R-Sens-B3-AVp-03,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15640425
911,LN_15671848,MN-R-Sens-B3-VM-09,MN-R-Sens-B3-VM-09,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15671848
912,LN_15640724,MN-R-Sens-B3-VM-11,MN-R-Sens-B3-VM-11,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15640724
913,LN_15672957,MN-R-Sens-B3-VM-12,MN-R-Sens-B3-VM-12,LN,unknown,unknown,unknown,unknown,Miroschnikow2018,15672957
914,MB2ON_8213784,MB2ON-Telephone,Old Fashioned Telephone Left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,8213784
915,LHN_15225589,LHN,pre-dorsal-MAP presynaptic-D-2-R right,LHN,right,unknown,local,LH,Miroschnikow2018,15225589
916,LHN_17415439,LHN,presynaptic-D-2-MAP right,LHN,right,unknown,local,LH,Miroschnikow2018,17415439
917,LHN_3158123,LHN,presynaptic-D-2-MAP-L left,LHN,left,unknown,local,LH,Miroschnikow2018,3158123
918,LHN_19431430,LHN,SOG IN left; PN into SOG very minor AL connectivity left,LHN,unknown,unknown,unknown,unknown,Miroschnikow2018,19431430
919,LHN_14962387,LHN,SOG IN right,LHN,unknown,unknown,unknown,unknown,Miroschnikow2018,14962387
920,MB2ON_2426397,MB2ON-Spiral,Spiral_right,MB2ON,right,unknown,unknown,unknown,Miroschnikow2018,2426397
921,MB2ON_11638511,MB2ON-Tiger,Tiger_left,MB2ON,left,unknown,unknown,unknown,Miroschnikow2018,11638511
922,clamp_11105182,clamp,clamp left,SEZInterneuron,left,unknown,output,AL,"Miroschnikow2018,Berck2016",11105182
923,ginkgo-2_3736500,ginkgo-2,ginkgo 2 left,SEZInterneuron,left,unknown,output,AL,"Miroschnikow2018,Berck2016",3736500
924,ginkgo-2_16621864,ginkgo-2,ginkgo 2 right,SEZInterneuron,right,unknown,output,AL,"Miroschnikow2018,Berck2016",16621864
925,LHN_3709977,LHN,backwards handlebar left (looks like 35a),LHN,left,unknown,local,LH,"Miroschnikow2018,Eichler2017",3709977
926,MBON-o1_17013073,MBON-o1,MBE24b right,MBON,right,unknown,output,MB,"Miroschnikow2018,Eichler2017",17013073
927,MBON-k1_18028397,MBON-k1,MBE5b right,MBON,right,glutamate,output,MB,"Miroschnikow2018,Eichler2017",18028397
928,FFN-14_9583435,FFN-14,NI? right,"MB2ON,FFN",bilateral,unknown,unknown,unknown,"Miroschnikow2018,Eschbach2020",9583435
929,FFN-4_3945232,FFN-4,Sleepy Left,"MB2ON,FFN",left,unknown,unknown,unknown,"Miroschnikow2018,Eschbach2020",3945232
930,FFN-5_3945454,FFN-5,Sleepy-2 Left,"MB2ON,FFN",left,unknown,unknown,unknown,"Miroschnikow2018,Eschbach2020",3945454
931,FFN-18_3622234,FFN-18,SOG into Brain contralaterally left - paired with,FFN,left,unknown,unknown,unknown,"Miroschnikow2018,Eschbach2020,Schlegel2016",3622234
932,FFN-18_3420915,FFN-18,SOG into brain contralaterally right - paired with,FFN,right,unknown,unknown,unknown,"Miroschnikow2018,Eschbach2020,Schlegel2016",3420915
933,LHN_13429045,AF4:-TOH,AF4: TOH right; Large Spider Neuron right,LHN,unknown,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",13429045
934,MB2ON_9805588,Angler-left,Angler_left,MB2ON,left,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",9805588
935,MB2ON_11868260,Angler-right,Angler_right,MB2ON,right,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",11868260
936,MB2ON_16575803,MB2ON-Grumpy,Grumpy_right,MB2ON,right,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",16575803
937,MB2ON_5404887,MB2ON-Happy,Happy Left,MB2ON,left,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",5404887
938,MB2ON_4284106,MB2ON-Holder,Holder_left,MB2ON,left,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",4284106
939,MB2ON_7136254,MB2ON-Moggy,Moggy_left,MB2ON,left,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",7136254
940,MB2ON_9748981,MB2ON-Moggy,Moggy_right,MB2ON,right,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",9748981
941,MB2ON_9455820,MB2ON,Sweetness Right 130521_Cand1_OSN2_IN5 Bilateral,MB2ON,right,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",9455820
942,CN_2369444,CN-Z,Z: contra_left,"MB2ON,CN",left,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",2369444
943,CN_10119916,CN-Z,Z: contra_right,"MB2ON,CN",right,unknown,unknown,unknown,"Miroschnikow2018,Schlegel2016",10119916
944,"MB2ON,CN_3979181",MB2ON-ipsigoro,ipsigoro left,"MB2ON,CN",left,unknown,unknown,unknown,Ohyama2015,3979181
945,"MB2ON,CN_5794678",MB2ON-ipsigoso,ipsigoro right,"MB2ON,CN",right,unknown,unknown,unknown,Ohyama2015,5794678
946,PMN_4778439,A02m-a1l-Pseudolooper-3,A02m_a1l Pseudolooper-3,PMN,unknown,glutamate,unknown,unknown,"Ohyama2015,Gerhard2017,Zarin2019,Dombrovski2019",4778439
947,PMN_4302562,A03o-a1l,A03o_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Ohyama2015,Zarin2019,Dombrovski2019",4302562
948,PMN_2637812,A02n-a1r-Pseudolooper-4,A02n_a1r Pseudolooper-4,PMN,bilateral,glutamate,unknown,VNC,"Ohyama2015,Zarin2019,Gerhard2017",2637812
949,PMN_3546835,A02n-a1l-Pseudolooper-4,A02n_a1l Pseudolooper-4,PMN,unknown,glutamate,unknown,unknown,"Ohyama2015,Zarin2019,Gerhard2017,Dombrovski2019",3546835
950,PMN_8748462,A26f-a2l,A26f_a2l,PMN,unknown,unknown,unknown,unknown,Schlegel2016,8748462
951,PMN_18520222,A26f-a2r,A26f_a2r,PMN,unknown,unknown,unknown,unknown,Schlegel2016,18520222
952,PMN_4780447,A26f-a3l,A26f_a3l,PMN,unknown,unknown,unknown,unknown,Schlegel2016,4780447
953,PMN_1711076,A26f-a3r,A26f_a3r,PMN,unknown,unknown,unknown,unknown,Schlegel2016,1711076
954,LHN_2935198,AF3-thermo-3rd-right,AF3 thermo 3rd right,LHN,unknown,unknown,unknown,unknown,Schlegel2016,2935198
955,MB2ON_9793489,MB2ON-BC,BC ; Left,MB2ON,left,unknown,unknown,unknown,Schlegel2016,9793489
956,MB2ON_15242799,MB2ON-BC,BC ; Right,MB2ON,right,unknown,unknown,SEZ,Schlegel2016,15242799
957,MB2ON_4364826,MB2ON-Grumpy,Grumpy_left,MB2ON,left,unknown,unknown,unknown,Schlegel2016,4364826
958,MB2ON_5349961,MB2ON-Happy,Happy Right,MB2ON,right,unknown,unknown,SEZ,Schlegel2016,5349961
959,MB2ON_9758503,MB2ON-Holder,Holder_right,MB2ON,right,unknown,unknown,unknown,Schlegel2016,9758503
960,MB2ON_9903957,MB2ON,Sweetness Left SOG neuron,MB2ON,left,unknown,unknown,unknown,Schlegel2016,9903957
961,LHN_3946432,LHN-WS,WS: from olfactory to Hugin interneuron left,LHN,unknown,unknown,unknown,unknown,Schlegel2016,3946432
962,LHN_2935173,LHN-WS,WS: from olfactory to Hugin interneuron right,LHN,unknown,unknown,unknown,unknown,Schlegel2016,2935173
963,LHN_4785242,LHN-AF3,AF3 thermo 3rd left,LHN,unknown,unknown,unknown,unknown,"Schlegel2016,Miroschnikow2018",4785242
964,LHN_17641913,LHN-AF4,AF4: TOH left,LHN,unknown,unknown,unknown,unknown,"Schlegel2016,Miroschnikow2018",17641913
965,PMN_5904833,A03a5-a1l,A03a5_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Takagi2017,Zarin2019",5904833
966,LHN_4680995,LH-bilateral-axon-3,LH bilateral axon 3_left,LHN,left,unknown,local,LH,Tastekin2018,4680995
967,LHN_17806341,LH-bilateral-axon-3,LH bilateral axon 3_right,LHN,right,unknown,local,LH,Tastekin2018,17806341
968,"LHN,MB2ON,CN_17361757",LH-Processor,LH Processor_left,"LHN,MB2ON,CN",left,unknown,unknown,unknown,Tastekin2018,17361757
969,LHN_12813847,LH-Processor,LH Processor_right,LHN,right,unknown,local,LH,Tastekin2018,12813847
970,LHN_5769582,LH-LN2,LH-LN2_left,LHN,unknown,unknown,unknown,unknown,Tastekin2018,5769582
971,LHN_9753418,LH-LN2,LH-LN2_right,LHN,unknown,unknown,unknown,unknown,Tastekin2018,9753418
972,CN_17038587,CN-MJ,MJ: LNM_downstream4_left,"MB2ON,CN",left,unknown,unknown,unknown,Tastekin2018,17038587
973,CN_8065771,CN-MJ,MJ: LNM_downstream4_right,"MB2ON,CN",right,unknown,unknown,unknown,Tastekin2018,8065771
974,PMN_1100936,A01j-a1l,A01j_a1l,PMN,unknown,unknown,unknown,unknown,Zarin2019,1100936
975,PMN_4789092,A01j-a1r,A01j_a1r,PMN,unknown,unknown,unknown,unknown,Zarin2019,4789092
976,PMN_4038469,A01x-a1r,A01x_a1r,PMN,unknown,unknown,unknown,unknown,Zarin2019,4038469
977,PMN_10312570,A01x2-a1r,A01x2_a1r,PMN,unknown,unknown,unknown,unknown,Zarin2019,10312570
978,PMN_4728865,A03a1-a1l-(pre-dMNs),A03a1_a1l (pre dMNs),PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,4728865
979,PMN_4541716,A03a1-a1r-(pre-dMNs),A03a1_a1r (pre dMNs),PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,4541716
980,PMN_12704772,A03a3-a1l-(pre-dMNs),A03a3_a1l (pre dMNs),PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,12704772
981,PMN_12683525,A03a3-a1r-(pre-dMNs),A03a3_a1r (pre dMNs),PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,12683525
982,PMN_16240665,A03xKT-a1l,A03xKT_a1l,PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,16240665
983,PMN_15290305,A03xKT-a1r,A03xKT_a1r,PMN,unknown,acetylcholine,unknown,unknown,Zarin2019,15290305
984,PMN_4034528,A06a-a1r,A06a_a1r,PMN,unknown,GABA,unknown,unknown,Zarin2019,4034528
985,PMN_7280270,A06c-a1r,A06c_a1r,PMN,unknown,GABA,unknown,unknown,Zarin2019,7280270
986,PMN_12036009,A06f-a1r-(Saaghi-2),A06f_a1r (Saaghi-2),PMN,unknown,GABA,unknown,unknown,Zarin2019,12036009
987,PMN_4478328,A06x1-a1r,A06x1_a1r,PMN,unknown,GABA,unknown,unknown,Zarin2019,4478328
988,PMN_4541202,A10e-a2l,A10e_a2l,PMN,unknown,unknown,unknown,unknown,Zarin2019,4541202
989,PMN_4935973,A10e-a2r,A10e_a2r,PMN,unknown,unknown,unknown,unknown,Zarin2019,4935973
990,PMN_10642320,A18a-a1l,A18a_a1l,PMN,unknown,unknown,unknown,unknown,Zarin2019,10642320
991,PMN_4991402,A18a-a1r,A18a_a1r,PMN,unknown,unknown,unknown,unknown,Zarin2019,4991402
992,PMN_4730042,A18b3-a1l,A18b3_a1l,PMN,unknown,unknown,unknown,unknown,Zarin2019,4730042
993,PMN_16515841,A18b3-a1r,A18b3_a1r,PMN,unknown,unknown,unknown,unknown,Zarin2019,16515841
994,PMN_12705004,A31b-a1l,A31b_a1l,PMN,unknown,GABA,unknown,unknown,Zarin2019,12705004
995,PMN_8899200,A31b-a1r,A31b_a1r,PMN,unknown,GABA,unknown,unknown,Zarin2019,8899200
996,PMN_4123487,T01d2-t3l,T01d2_t3l,PMN,unknown,unknown,unknown,unknown,Zarin2019,4123487
997,PMN_4584506,T01d2-t3r,T01d2_t3r,PMN,unknown,unknown,unknown,unknown,Zarin2019,4584506
998,PMN_17872154,A01d3-a1r,A01d3_a1r,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Burgos2018",17872154
999,PMN_17904627,A27j-a1l,A27j_a1l,PMN,unknown,GABA,unknown,unknown,"Zarin2019,Burgos2018",17904627
1000,PMN_4542433,A18b-a1l,A18b_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Carreira-Rosario2018",4542433
1001,PMN_4719759,A27l-a2l,A27l_a2l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Carreira-Rosario2018",4719759
1002,PMN_4123145,A01x-a1l,A01x_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Dombrovski2019",4123145
1003,PMN_12809976,A06c-a1l,A06c_a1l,PMN,unknown,GABA,unknown,unknown,"Zarin2019,Dombrovski2019",12809976
1004,PMN_4386719,A06f-a1l-(Saaghi-2),A06f_a1l (Saaghi-2),PMN,unknown,GABA,unknown,unknown,"Zarin2019,Dombrovski2019",4386719
1005,PMN_4542822,A06x1-a1l,A06x1_a1l,PMN,unknown,GABA,unknown,unknown,"Zarin2019,Dombrovski2019",4542822
1006,PMN_8421329,A08e3-a1l,A08e3_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Dombrovski2019,Heckscher2015,Fushiki2016",8421329
1007,PMN_16274373,A02j-a3l,A02j_a3l,PMN,unknown,glutamate,unknown,unknown,"Zarin2019,Fushiki2016",16274373
1008,PMN_7926496,A02j-a3r,A02j_a3r,PMN,unknown,glutamate,unknown,unknown,"Zarin2019,Fushiki2016",7926496
1009,PMN_12643185,A03a4-a2l,A03a4_a2l,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",12643185
1010,PMN_13525684,A03a4-a2r,A03a4_a2r,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",13525684
1011,PMN_10089193,A03a6-a1l,A03a6_a1l,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",10089193
1012,PMN_4848300,A03EGB-a2r-(EGHBAL),A03EGB_a2r (EGHBAL),PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",4848300
1013,PMN_13522678,A05a-a1l,A05a_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Fushiki2016",13522678
1014,PMN_10398171,A27h-a1r,A27h_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",10398171
1015,PMN_10414725,A27h-a2l,A27h_a2l,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",10414725
1016,PMN_10376512,A27h-a2r,A27h_a2r,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Fushiki2016",10376512
1017,PMN_12809152,A31d-a1l,A31d_a1l,PMN,unknown,GABA,unknown,unknown,"Zarin2019,Fushiki2016",12809152
1018,PMN_12949240,T01d4-t3l,T01d4_t3l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Fushiki2016",12949240
1019,PMN_9544992,A01x3-a1l,A01x3_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Fushiki2016,Dombrovski2019",9544992
1020,PMN_11065546,A06e-t3r-(Saaghi-3),A06e_t3r (Saaghi-3),PMN,unknown,GABA,unknown,unknown,"Zarin2019,Heckscher2015",11065546
1021,PMN_8234099,A08e2-a1r,A08e2_a1r,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Heckscher2015",8234099
1022,Motor_4397287,MN26-(SN-MN-VA1)-a1r,MN26 (SN MN VA1)_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Heckscher2015",4397287
1023,Motor_14048876,MN28-ISN-a1r,MN28 ISN_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Heckscher2015",14048876
1024,Motor_4382895,MN29-(SN-MN-VA3)-a1r,MN29 (SN MN VA3)_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Heckscher2015",4382895
1025,PMN_12825902,PMN,Neuron 20725668,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Heckscher2015",12825902
1026,PMN_17435371,A06l-a1r-(Saaghi-1),A06l_a1r (Saaghi-1),PMN,unknown,GABA,unknown,unknown,"Zarin2019,Heckscher2015,Fushiki2016",17435371
1027,Motor_20901073,MN6/7-RP3-a1l,MN6/7 RP3_a1l,Motor,left,unknown,unknown,unknown,"Zarin2019,Heckscher2015,Kohsaka2019",20901073
1028,Motor_10678017,MN12-III-(ISN-VL1-V-MN-NB5-2)-a1l,MN12-III (ISN VL1 V-MN NB5-2)_a1l,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",10678017
1029,Motor_14045016,MN14-RP1-a1l,MN14 RP1_a1l,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14045016
1030,Motor_14048538,MN15/16-VO4/5-(NB7-1?-ISN)-a1r,MN15/16 VO4/5 (NB7-1? ISN)_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14048538
1031,Motor_14045489,MN15/16/17-VO4–6-(NB7-1?-)-a1r,MN15/16/17 VO4–6 (NB7-1? )_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14045489
1032,Motor_14048287,MN2-ISN(U3-NB7-1?)-a1r,MN2 ISN(U3-NB7-1?)_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14048287
1033,Motor_14047945,MN4-(ISN-U5-NB7-1?)-a1r,MN4 (ISN U5 NB7-1?)_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14047945
1034,Motor_14044614,MNISNb/d-Is-RP5-a1l,MNISNb/d-Is RP5_a1l,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Kohsaka2019,Heckscher2015",14044614
1035,PMN_3180525,A03o-a1r,A03o_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Ohyama2015",3180525
1036,PMN_5297998,A03a5-a1r,A03a5_a1r,PMN,unknown,acetylcholine,unknown,unknown,"Zarin2019,Takagi2017",5297998
1037,Motor_14194703,MN13-ISN-MN-VL2-a1r,MN13 ISN MN-VL2_a1r,Motor,unknown,unknown,unknown,unknown,"Zarin2019,Takagi2017,Heckscher2015",14194703
1038,PMN_17071666,A26f-a1r,A26f_a1r,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Zwart2016",17071666
1039,PMN_10090269,A27e(2)-a1l,A27e(2)_a1l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Zwart2016",10090269
1040,PMN_4124563,A27n-a1r,A27n_a1r,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Zwart2016",4124563
1041,PMN_4104476,T01d1-t3l,T01d1_t3l,PMN,unknown,unknown,unknown,unknown,"Zarin2019,Zwart2016",4104476
1042,PMN_5298032,A14a-a1r,A14a_a1r,PMN,unknown,GABA,unknown,unknown,"Zwart2016,Kohsaka2019,Zarin2019",5298032
1043,PMN_12820277,A14a-a1l,A14a_a1l,PMN,unknown,GABA,unknown,unknown,"Zwart2016,Kohsaka2019,Zarin2019,Dombrovski2019",12820277
1044,PMN_5358138,A19l-a1l,A19l_a1l,PMN,unknown,GABA,unknown,unknown,"Zwart2016,Zarin2019",5358138
1045,PMN_4978454,A19l-a1r,A19l_a1r,PMN,unknown,GABA,unknown,unknown,"Zwart2016,Zarin2019",4978454
1046,PMN_13258642,A26f-a1l,A26f_a1l,PMN,unknown,unknown,unknown,unknown,"Zwart2016,Zarin2019",13258642
1047,PMN_15290335,A27e(2)-a1r,A27e(2)_a1r,PMN,unknown,unknown,unknown,unknown,"Zwart2016,Zarin2019",15290335
1048,PMN_7934159,A27n-a1l,A27n_a1l,PMN,unknown,unknown,unknown,unknown,"Zwart2016,Zarin2019",7934159
1049,PMN_10185585,T01d1-t3r,T01d1_t3r,PMN,unknown,unknown,unknown,unknown,"Zwart2016,Zarin2019",10185585
1050,KC_29,KC,x,KC,right,acetylcholine,local,MB,unknown,29
